1,Abada College
2,ABE International Business College-Bacolod City
3,ABE International Business College-Cainta
4,ABE International Business College-Caloocan City
5,ABE International Business College-Iloilo
6,ABE International Business College-Quezon
7,ABE International College of Business and Accountancy
8,ABE International College of Business and Accountancy-Cubao
9,ABE International College of Business and Accountancy-Urdaneta City
10,ABE International College of Business and Economics-Cabanatuan
11,ABE International College of Business and Economics-Las Piñas
12,ABE International College of Business and Economics-Manila
13,ABE International College of Business and Economics-Tacloban City
14,Abra State Institute of Science and Technology-Bangued
15,Abra State Institute of Science and Technology-Main
16,Abra Valley Colleges
17,Abubakar Computer Learning Center Foundation
18,Abuyog Community College
19,Academia de San Lorenzo Dema Ala
20,Academia de Tecnologia in Mindanao
21,Access Computer and Technical Colleges-Camarin
22,Access Computer and Technical Colleges-Cubao
23,Access Computer and Technical Colleges-Lagro
24,Access Computer and Technical Colleges-Manila
25,ACES Polytechnic College
26,Aces Tagum College
27,ACLC College of Apalit
28,ACLC College of Balanga
29,ACLC College of Bukidnon
30,ACLC College of Butuan City
31,ACLC College of Calapan
32,ACLC College of Commonwealth
33,ACLC College of Daet
34,ACLC College of Iloilo
35,ACLC College of Iriga City
36,ACLC College of Malolos
37,ACLC College of Mandaue
38,ACLC College of Manila
39,ACLC College of Marbel
40,ACLC College of Marikina
41,ACLC College of Meycauayan
42,ACLC College of San Pablo
43,ACLC College of Sorsogon
44,ACLC College of Sta. Maria
45,ACLC College of Taguig
46,ACLC College of Taytay
47,ACLC College-Baliuag
48,ACLC College-Ormoc
49,ACLC College-Tacloban City
50,ACQ College of Ministries
51,ACSI College Iloilo
52,ACTS Computer College
53,Acts Computer College-Infanta
54,Adamson University
55,Adiong Memorial Polytechnic State College
56,Advance Central College
57,Adventist College of Technology
58,Adventist International Institute of Advanced Studies
59,Adventist Medical Center College
60,Adventist Technological Institute
61,Adventist University of the Philippines
62,Aemilianum College
63,Aeronautical Academy of the Philippines
64,Ago Medical and Educational Center
65,Agoncillo College
66,Agro-Industrial Foundation College of the Philippines-Davao
67,Agusan Colleges
68,Agusan del Sur College
69,Agusan Del Sur State College of Agriculture and Technology
70,Aim High College
71,Air Link International Aviation College
72,AISAT College-Dasmariñas
73,Aklan Catholic College
74,Aklan Polytechnic College
75,Aklan State University-Banga Campus
76,Aklan State University-Ibajay Campus
77,Aklan State University-Kalibo Campus
78,Aklan State University-Makato
79,Aklan State University-New Washington
80,Al Bangsamoro Shari'ah and Professional Education College
81,Aldersgate College
82,Alfelor Sr. Memorial College
83,Alhadeetha Mindanao College
84,Alitagtag College
85,All Nations College
86,Alliance Graduate School
87,Alpha Centauri Educational System
88,Altavas College
89,AMA College-Cavite
90,AMA Computer College-Angeles City
91,AMA Computer College-Bacolod
92,AMA Computer College-Baguio
93,AMA Computer College-Batangas City
94,AMA Computer College-Biñan
95,AMA Computer College-Cabanatuan City
96,AMA Computer College-Cagayan de Oro
97,AMA Computer College-Calamba
98,AMA Computer College-Caloocan
99,AMA Computer College-Cebu City
100,AMA Computer College-Cotabato City
101,AMA Computer College-Davao
102,AMA Computer College-Dumaguete City
103,AMA Computer College-East Rizal
104,AMA Computer College-Fairview
105,AMA Computer College-General Santos City
106,AMA Computer College-Iloilo
107,AMA Computer College-La Union
108,AMA Computer College-Laoag City
109,AMA Computer College-Las Piñas
110,AMA Computer College-Legazpi City
111,AMA Computer College-Lipa City
112,AMA Computer College-Lucena
113,AMA Computer College-Makati
114,AMA Computer College-Malolos
115,AMA Computer College-Naga City
116,AMA Computer College-Olongapo City
117,AMA Computer College-Pangasinan
118,AMA Computer College-Parañaque
119,AMA Computer College-Pasig City
120,AMA Computer College-San Fernando Pampanga
121,AMA Computer College-Santiago City
122,AMA Computer College-Sta. Mesa
123,AMA Computer College-Sta.Cruz
124,AMA Computer College-Tacloban City
125,AMA Computer College-Tarlac City
126,AMA Computer College-Tuguegarao City
127,AMA Computer Learning Center College of Mabalacat
128,AMA Computer University
129,AMA School of Medicine
130,Amando Cope College
131,AMYA Polytechnic College
132,Andres Bonifacio College
133,Andres Soriano Colleges of Bislig
134,Angeles University Foundation
135,Angelicum College
136,Angono Catholic College
137,Annunciation College of Bacon Sorsogon Unit
138,Antipolo Institute of Technology (AITECH)
139,Antonio R. Pacheco College
140,Apayao State College-Luna
141,Apayao State College-Main
142,Araullo University
143,Araullo University-San Jose Campus
144,Arellano University-Malabon
145,Arellano University-Mandaluyong
146,Arellano University-Manila
147,Arellano University-Pasay
148,Arellano University-Pasig
149,Ark of the Covenant Montessori Chamber of Learning College
150,Aroroy Municipal College
151,Arriesgado College Foundation
152,Asbury College
153,Asia College of Advance Studies In Arts Sciences and Technology
154,Asia Graduate School of Theology
155,Asia Harvesters College and Seminary
156,Asia Pacific College
157,Asia Pacific College of Advanced Studies
158,Asia Pacific College of Business and Arts Inc.
159,Asia Technological School of Science and Arts (ASIATECH)
160,Asiacareer College Foundation
161,Asian College Foundation
162,Asian College of Science and Technology-Cubao
163,Asian College of Science and Technology-Dumaguete
164,Asian College of Technology
165,Asian College of Technology International Educational Foundation
166,Asian Colleges and Technological Institute
167,Asian Development Foundation College
168,Asian Institute for Distance Education
169,Asian Institute of Computer Studies-Bicutan
170,Asian Institute of Computer Studies-Quezon City
171,Asian Institute of Journalism and Communication
172,Asian Institute of Management
173,Asian Institute of Maritime Studies
174,Asian Institute of Science and Technology
175,Asian Institute of Science and Technology-Central
176,Asian Institute of Technology and Education-Tiaong Campus
177,Asian International School of Aeronautics and Technology
178,Asian School of Hospitality Arts
179,Asian Seminary of Christian Ministries
180,Asian Social Institute
181,Asian Theological Seminary
182,Asia-Pacific Christian College and Seminary
183,Asia-Pacific Nazarene Theological Seminary
184,Asma Khadijah Islamic Academy
185,As-Salihein Integrated School Foundation
186,Assumption College
187,Assumption College of Davao
188,Assumption College of Nabunturan
189,Ateneo de Davao University
190,Ateneo de Manila University Graduate School of Business
191,Ateneo De Manila University School of Medicine and Public Health
192,Ateneo de Manila University-Quezon City
193,Ateneo de Naga University
194,Ateneo de Zamboanga University
195,Aurora Pioneers Memorial College
196,Aurora State College of Technology
197,Aurora State College of Technology-Bazal
198,Aurora State College of Techonolgy-Casiguran
199,Ave Maria College
200,B.E.S.T. College of Polomolok
201,Baao Community College
202,Baco Community College
203,Bacolod City College
204,Bago City College
205,Baguio Central University
206,Baguio College of Technology
207,Bai Malgen Mama College
208,Balabagan Trade School
209,Balete Community College
210,Balian Community College
211,Balite Institute of Technology-Butuan
212,Baliuag University
213,Baliwag Maritime Foundation
214,Baliwag Polytechnic College
215,Balud Municipal College
216,Bantayan Southern Institute
217,Baptist Bible Seminary and Institute
218,Baptist Missionary Association Bible College
219,Baptist Theological College
220,Baptist Voice Bible College
221,Basilan State College
222,Basilan State College-Lamitan
223,Basilan State College-Maluso
224,Basilan State College-Sta. Clara
225,Basilan State College-Tipo-Tipo
226,Bataan Heroes Memorial College
227,Bataan Peninsula State University
228,Bataan Peninsula State University-Abucay
